departures_scheduled,departures_performed,payload,seats,passengers,freight,mail,distance,ramp_to_ramp,air_time,unique_carrier,airline_id,unique_carrier_name,region,carrier,carrier_name,carrier_group,carrier_group_new,origin_airport_id,origin_city_market_id,origin,origin_city_name,origin_country,origin_country_name,dest_airport_id,dest_city_market_id,dest,dest_city_name,dest_country,dest_country_name,aircraft_group,aircraft_type,aircraft_config,year,month,distance_group,class,data_source,row_num
0,15,405000,0,0,47011,324490,484,1989,1929,5V,20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,1,10299,30299,ANC,"Anchorage, AK",US,United States,11550,31550,EMK,"Emmonak, AK",US,United States,2,218,2,2018,3,1,G,DU,1
0,3,105263,0,0,105263,0,3789,0,0,EY,21107,Etihad Airways,I,EY,Etihad Airways,0,0,12917,31066,LCK,"Columbus, OH",US,United States,11548,31548,EMA,"Derby, United Kingdom",GB,United Kingdom,6,683,2,2018,3,8,P,IF,1
0,1,16500,38,14,0,0,1436,0,0,02Q,21040,Titan Airways,I,02Q,Titan Airways,0,0,12451,31136,JAX,"Jacksonville, FL",US,United States,11164,31164,CTG,"Cartagena, Colombia",CO,Colombia,6,619,1,2018,3,3,L,IF,1
0,19,429605,2148,1826,0,0,3634,0,0,A0,21121,Elysair d/b/a L'Avion,I,A0,Elysair d/b/a L'Avion,0,0,12478,31703,JFK,"New York, NY",US,United States,13943,30920,ORY,"Paris, France",FR,France,6,622,1,2018,3,8,F,IF,1
0,12,1028647,3288,2003,0,0,6587,0,0,3U,21557,Sichuan Airlines Co Ltd.,I,3U,Sichuan Airlines Co Ltd.,0,0,12892,32575,LAX,"Los Angeles, CA",US,United States,12115,32115,HGH,"Hangzhou, China",CN,China,6,696,1,2018,3,14,F,IF,1
0,13,1544400,0,0,1464054,0,1506,0,0,M3,20156,ABSA-Aerolinhas Brasileiras,I,M3,ABSA-Aerolinhas Brasileiras,0,0,10711,30711,BOG,"Bogota, Colombia",CO,Colombia,13303,32467,MIA,"Miami, FL",US,United States,6,626,2,2018,3,4,G,IF,1
1,2,9000,38,8,0,0,420,190,172,ZK,20358,Great Lakes Airlines,D,ZK,Great Lakes Airlines,1,6,14081,34081,PGA,"Page, AZ",US,United States,11292,30325,DEN,"Denver, CO",US,United States,4,405,1,2018,3,1,F,DU,1
0,10,2640000,0,0,1796282,0,6178,0,0,7L,21694,Silk Way West Airlines,I,7L,Silk Way West Airlines,0,0,10482,30482,GYD,"Baku, Azerbaijan",AZ,Azerbaijan,13930,30977,ORD,"Chicago, IL",US,United States,8,820,2,2018,4,13,G,IF,1
0,1,28688,58,51,0,0,214,0,0,AC,19531,Air Canada,I,AC,Air Canada,0,0,11433,31295,DTW,"Detroit, MI",US,United States,16271,36106,YYZ,"Toronto, Canada",CA,Canada,6,698,1,2018,4,1,L,IF,1
0,59,4784428,16038,13389,722346,0,4406,0,0,AR,19535,Aerolineas Argentinas,I,AR,Aerolineas Argentinas,0,0,13303,32467,MIA,"Miami, FL",US,United States,11625,30181,EZE,"Ezeiza, Argentina",AR,Argentina,6,696,1,2018,4,9,F,IF,1
0,4,398422,1016,926,35182,0,7305,0,0,PR,19564,Philippine Airlines Inc.,I,PR,Philippine Airlines Inc.,0,0,13408,33408,MNL,"Manila, Philippines",PH,Philippines,12892,32575,LAX,"Los Angeles, CA",US,United States,8,697,1,2018,4,15,F,IF,1
0,16,396803,1984,1259,0,0,1316,0,0,CM,19770,Compania Panamena (Copa),I,CM,Compania Panamena (Copa),0,0,15304,33195,TPA,"Tampa, FL",US,United States,14286,34286,PTY,"Panama City, Panama",PA,Panama,6,612,1,2018,4,3,F,IF,1
0,33,4009498,11517,9813,195826,0,5016,0,0,TK,19821,Turk Hava Yollari A.O.,I,TK,Turk Hava Yollari A.O.,0,0,12478,31703,JFK,"New York, NY",US,United States,12395,32395,IST,"Istanbul, Turkey",TR,Turkey,6,637,1,2018,4,11,F,IF,1
0,22,1034519,3004,1609,2783,0,602,0,0,KX,19912,Cayman Airways Limited,I,KX,Cayman Airways Limited,0,0,15304,33195,TPA,"Tampa, FL",US,United States,11868,31868,GCM,"Grand Cayman, Cayman Islands",KY,Cayman Islands,6,614,1,2018,4,2,F,IF,1
0,17,615094,4590,2484,112880,0,9100,0,0,ET,20153,Ethiopian Airlines,I,ET,Ethiopian Airlines,0,0,10162,30162,ADD,"Addis Ababa, Ethiopia",ET,Ethiopia,12892,32575,LAX,"Los Angeles, CA",US,United States,6,887,1,2018,4,19,F,IF,1
0,8,999997,1392,788,4957,0,2831,0,0,JJ,20167,Transportes Aeros Meridiona,I,JJ,Transportes Aeros Meridiona,0,0,10545,30545,BEL,"Belem, Brazil",BR,Brazil,13303,32467,MIA,"Miami, FL",US,United States,6,694,1,2018,4,6,F,IF,1
0,0,0,0,0,0,0,183,0,0,9K,20253,Cape Air,D,9K,Cape Air,1,6,12197,31703,HPN,"White Plains, NY",US,United States,12250,32250,HYA,"Hyannis, MA",US,United States,1,125,1,2018,4,1,F,DU,1
10,10,30000,1,0,1363,0,199,666,546,CH,20257,Bemidji Airlines,D,CH,Bemidji Airlines,1,6,10631,30631,BJI,"Bemidji, MN",US,United States,13487,31650,MSP,"Minneapolis, MN",US,United States,4,404,2,2018,4,1,F,DU,1
0,1,1626,8,5,0,0,254,0,0,NLQ,20303,Nolinor Aviation,I,NLQ,Nolinor Aviation,0,0,16217,36083,YUL,"Montreal, Canada",CA,Canada,14576,34576,ROC,"Rochester, NY",US,United States,6,668,1,2018,4,1,L,IF,1
0,18,89811,0,0,11739,0,362,0,0,PEQ,20380,SkyLink Express Inc.,I,PEQ,SkyLink Express Inc.,0,0,12478,31703,JFK,"New York, NY",US,United States,16078,36078,YHM,"Hamilton, Canada",CA,Canada,4,405,2,2018,4,1,P,IF,1
35,35,1481660,5862,4208,236,80737,1124,5922,4835,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,13487,31650,MSP,"Minneapolis, MN",US,United States,10721,30721,BOS,"Boston, MA",US,United States,6,614,1,2018,4,3,F,DU,1
54,54,1975200,9720,8444,0,0,846,7819,6604,F9,20436,Frontier Airlines Inc.,D,F9,Frontier Airlines Inc.,3,3,11292,30325,DEN,"Denver, CO",US,United States,14908,32575,SNA,"Santa Ana, CA",US,United States,6,694,1,2018,4,2,F,DU,1
0,1,30000,0,0,0,0,880,150,130,U7,20447,USA Jet Airlines Inc.,D,U7,USA Jet Airlines Inc.,2,2,16091,31295,YIP,"Detroit, MI",US,United States,14814,30476,SHV,"Shreveport, LA",US,United States,6,640,2,2018,4,2,P,DU,1
0,31,799599,4464,3994,0,0,1486,0,0,9V,21142,"Avior Airlines, C.A.",I,9V,"Avior Airlines, C.A.",0,0,10658,30658,BLA,"Barcelona, Venezuela",VE,Venezuela,13303,32467,MIA,"Miami, FL",US,United States,6,617,1,2018,4,3,F,IF,1
0,1,2429,12,2,0,0,3934,0,0,PP,21421,Jet Aviation Business Jets AG,I,PP,Jet Aviation Business Jets AG,0,0,16321,36321,ZRH,"Zurich, Switzerland",CH,Switzerland,15167,35167,TEB,"Teterboro, NJ",US,United States,7,775,1,2018,4,8,L,IF,1
0,1,2400,8,2,0,0,1172,0,0,13Q,21437,Chartright Air Inc.,I,13Q,Chartright Air Inc.,0,0,16271,36106,YYZ,"Toronto, Canada",CA,Canada,14027,34027,PBI,"West Palm Beach/Palm Beach, FL",US,United States,6,685,1,2018,4,3,L,IF,1
0,20,233200,1000,584,0,0,467,0,0,VW,21528,Transportes Aeromar S.A de C.V,I,VW,Transportes Aeromar S.A de C.V,0,0,13256,33256,MFE,"Mission/McAllen/Edinburg, TX",US,United States,13252,33252,MEX,"Mexico City, Mexico",MX,Mexico,4,441,1,2018,4,1,F,IF,1
0,25,2452485,6595,5595,40601,0,3892,0,0,SN,21567,Brussels Airlines N.V.,I,SN,Brussels Airlines N.V.,0,0,12264,30852,IAD,"Washington, DC",US,United States,10752,30752,BRU,"Brussels, Belgium",BE,Belgium,6,696,1,2018,4,8,F,IF,1
0,39,265200,1170,838,0,0,221,2130,1644,1WQ,21596,Ultimate JetCharters LLC dba Ultimate Air Shuttle,D,1WQ,Ultimate JetCharters LLC dba Ultimate Air Shuttle,1,6,13105,33105,LUK,"Cincinnati, OH",US,United States,10647,30647,BKL,"Cleveland, OH",US,United States,6,632,1,2018,4,1,L,DU,1
0,67,1121377,5082,3614,0,0,331,0,0,KV,21611,Sky Regional Airlines Inc.,I,KV,Sky Regional Airlines Inc.,0,0,16217,36083,YUL,"Montreal, Canada",CA,Canada,11618,31703,EWR,"Newark, NJ",US,United States,6,673,1,2018,4,1,F,IF,1
0,1,23364,19,6,0,0,2452,0,0,25Q,21649,Mjet GmbH,I,25Q,Mjet GmbH,0,0,14679,33570,SAN,"San Diego, CA",US,United States,10299,30299,ANC,"Anchorage, AK",US,United States,6,698,1,2018,4,5,L,DF,1
0,9,777465,1890,1113,231625,0,5831,0,0,J2,21692,Azerbaijan Airlines CJSC,I,J2,Azerbaijan Airlines CJSC,0,0,10482,30482,GYD,"Baku, Azerbaijan",AZ,Azerbaijan,12478,31703,JFK,"New York, NY",US,United States,6,887,1,2018,4,12,F,IF,1
13,13,240500,650,387,0,0,237,767,520,2HQ,21712,Elite Airways LLC,D,2HQ,Elite Airways LLC,1,1,12889,32211,LAS,"Las Vegas, NV",US,United States,11041,31041,CLD,"Carlsbad, CA",US,United States,6,631,1,2018,4,1,F,DU,1
0,1,46900,27,8,0,0,3762,0,0,2KQ,21735,Longtail Aviation Ltd.,I,2KQ,Longtail Aviation Ltd.,0,0,11444,30970,DUS,"Dusseldorf, Germany",DE,Germany,11618,31703,EWR,"Newark, NJ",US,United States,6,612,1,2018,4,8,L,IF,1
0,1,3300,15,2,2,0,5104,0,0,2RQ,21760,Luxaviation S A,I,2RQ,Luxaviation S A,0,0,10559,30559,BFI,"Seattle, WA",US,United States,11760,31760,FRA,"Frankfurt, Germany",DE,Germany,6,658,1,2018,4,11,L,IF,1
0,1,6728,11,2,0,0,460,0,0,2UQ,21814,Svenskt Industriflyg AB,I,2UQ,Svenskt Industriflyg AB,0,0,11868,31868,GCM,"Grand Cayman, Cayman Islands",KY,Cayman Islands,13898,32467,OPF,"Miami, FL",US,United States,7,775,1,2018,4,1,L,IF,1
0,2,3100,14,2,0,0,32,56,40,KAT,20224,Katmai Air,D,KAT,Katmai Air,1,5,14468,34468,RBH,"Brooks Lodge, AK",US,United States,10245,30245,AKN,"King Salmon, AK",US,United States,0,40,3,2018,5,1,L,DU,1
0,6,14200,54,21,41,84,237,565,553,8V,20333,Wright Air Service,D,8V,Wright Air Service,1,5,10349,30349,ARC,"Arctic Village, AK",US,United States,11630,31517,FAI,"Fairbanks, AK",US,United States,4,416,1,2018,5,1,F,DU,1
0,60,2023270,8160,6769,2611,0,1055,0,0,RV,21610,Air Canada rouge LP,I,RV,Air Canada rouge LP,0,0,16271,36106,YYZ,"Toronto, Canada",CA,Canada,13204,31454,MCO,"Orlando, FL",US,United States,6,698,1,2018,5,3,F,IF,1
0,7,280221,1386,1030,0,0,3285,0,0,PF,21939,Primera Air Scandinavia,I,PF,Primera Air Scandinavia,0,0,10721,30721,BOS,"Boston, MA",US,United States,15018,30730,STN,"London, United Kingdom",GB,United Kingdom,6,721,1,2018,5,7,F,IF,1
0,1,1600,8,6,0,0,71,43,34,4B,21599,Boutique Air,D,4B,Boutique Air,1,6,10558,30558,BFF,"Scottsbluff, NE",US,United States,10925,30925,CDR,"Chadron, NE",US,United States,4,479,1,2018,5,1,F,DU,1
0,18,2070957,5400,4682,450043,0,4167,0,0,LA,19552,Lan-Chile Airlines,I,LA,Lan-Chile Airlines,0,0,12892,32575,LAX,"Los Angeles, CA",US,United States,12986,32986,LIM,"Lima, Peru",PE,Peru,6,889,1,2018,5,9,F,IF,1
0,60,1819620,9000,7529,0,0,1307,0,0,4O,21578,ABC Aerolineas SA de CV dba Interjet,I,4O,ABC Aerolineas SA de CV dba Interjet,0,0,11874,31874,GDL,"Guadalajara, Mexico",MX,Mexico,12892,32575,LAX,"Los Angeles, CA",US,United States,6,694,1,2018,5,3,F,IF,1
0,7,1790580,0,0,1156430,0,4615,0,0,P3,21780,Cargologicair Limited,I,P3,Cargologicair Limited,0,0,11760,31760,FRA,"Frankfurt, Germany",DE,Germany,10397,30397,ATL,"Atlanta, GA",US,United States,8,820,2,2018,5,10,G,IF,1
0,155,2897880,11470,8011,0,0,444,0,0,PD,21226,"Porter Airlines, Inc.",I,PD,"Porter Airlines, Inc.",0,0,13232,30977,MDW,"Chicago, IL",US,United States,16215,36106,YTZ,"Toronto, Canada",CA,Canada,4,482,1,2018,5,1,F,IF,1
0,4,74600,304,257,0,0,342,308,233,QX,19687,Horizon Air,D,QX,Horizon Air,2,2,14908,32575,SNA,"Santa Ana, CA",US,United States,14831,32457,SJC,"San Jose, CA",US,United States,6,673,1,2018,5,1,F,DU,1
0,31,3755842,10986,8465,757990,0,7132,0,0,QR,21262,Qatar Airways (Q.C.S.C),I,QR,Qatar Airways (Q.C.S.C),0,0,11369,31369,DOH,"Doha, Qatar",QA,Qatar,13930,30977,ORD,"Chicago, IL",US,United States,6,637,1,2018,5,15,F,IF,1
0,25,3603318,7475,6217,56857,0,3589,0,0,UX,20119,Air Europa,I,UX,Air Europa,0,0,12478,31703,JFK,"New York, NY",US,United States,13156,31584,MAD,"Madrid, Spain",ES,Spain,6,696,1,2018,5,8,F,IF,1
0,30,2881472,8592,6607,764727,0,4436,0,0,AY,19538,Finnair Oy,I,AY,Finnair Oy,0,0,12101,32101,HEL,"Helsinki, Finland",FI,Finland,13930,30977,ORD,"Chicago, IL",US,United States,6,696,1,2018,5,9,F,IF,1
0,1,37400,144,144,0,0,1087,0,0,4C,21463,Aerovias de Intergracian Regional,I,4C,Aerovias de Intergracian Regional,0,0,10486,30486,BAQ,"Barranquilla, Colombia",CO,Colombia,13303,32467,MIA,"Miami, FL",US,United States,6,698,1,2018,5,3,F,IF,1
292,292,467200,2336,1415,3365,0,17,4672,3504,NEW,20273,New England Airlines Inc.,D,NEW,New England Airlines Inc.,1,6,15855,35855,WST,"Westerly, RI",US,United States,10613,30613,BID,"Block Island, RI",US,United States,1,131,1,2018,5,1,F,DU,1
0,4,144001,720,488,0,0,1247,0,0,VB,21342,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",I,VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",0,0,11032,31032,CUN,"Cancun, Mexico",MX,Mexico,11193,33105,CVG,"Cincinnati, OH",US,United States,6,694,1,2018,5,3,L,IF,1
0,1,264000,0,0,53282,0,4717,0,0,ADB,20110,Antonov Company,I,ADB,Antonov Company,0,0,10397,30397,ATL,"Atlanta, GA",US,United States,12938,32938,LEJ,"Leipzig, Germany",DE,Germany,8,880,2,2018,5,10,P,IF,1
0,27,2576187,9153,6183,450512,0,7487,0,0,VA,21395,Virgin Blue International Airlines t/a V Australia,I,VA,Virgin Blue International Airlines t/a V Australia,0,0,12892,32575,LAX,"Los Angeles, CA",US,United States,15092,35092,SYD,"Sydney, Australia",AU,Australia,6,627,1,2018,5,15,F,IF,1
0,1,3274,9,2,0,0,193,66,54,1AQ,21477,Via Airlines d/b/a Charter Air Transport,D,1AQ,Via Airlines d/b/a Charter Air Transport,1,6,13936,31454,ORL,"Orlando, FL",US,United States,13898,32467,OPF,"Miami, FL",US,United States,6,685,1,2018,5,1,L,DU,1
4,4,44000,120,112,0,0,407,348,264,2JQ,21718,Delux Public Charter LLC,D,2JQ,Delux Public Charter LLC,1,6,13796,32457,OAK,"Oakland, CA",US,United States,12889,32211,LAS,"Las Vegas, NV",US,United States,6,674,1,2018,5,1,F,DU,1
0,21,255402,1050,855,0,0,916,0,0,ZX,20293,Air Georgian,I,ZX,Air Georgian,0,0,16271,36106,YYZ,"Toronto, Canada",CA,Canada,12451,31136,JAX,"Jacksonville, FL",US,United States,6,628,1,2018,5,2,F,IF,1
0,1,2801,14,8,0,0,3784,0,0,VJT,21568,VistaJet Limited,I,VJT,VistaJet Limited,0,0,12320,32320,ILG,"Wilmington, DE",US,United States,10752,30752,BRU,"Brussels, Belgium",BE,Belgium,6,788,1,2018,5,8,L,IF,1
39,34,46920,234,100,0,0,80,1700,1530,WST,20289,Friday Harbor Seaplanes,D,WST,Friday Harbor Seaplanes,1,6,14572,34572,RNT,"Renton, WA",US,United States,11762,31646,FRD,"Friday Harbor, WA",US,United States,0,40,1,2018,5,1,F,DU,1
190,190,436672,1900,189,2,0,9,2000,1050,KAH,20272,Kenmore Air Harbor,D,KAH,Kenmore Air Harbor,1,6,12652,30559,KEH,"Kenmore, WA",US,United States,13002,30559,LKE,"Seattle, WA",US,United States,0,42,4,2018,5,1,F,DU,1
0,0,0,9,0,0,0,148,0,0,28Q,21653,Menagerie Enterprises Inc d/b/a Monarch Air,D,28Q,Menagerie Enterprises Inc d/b/a Monarch Air,1,6,10423,30423,AUS,"Austin, TX",US,United States,12191,31453,HOU,"Houston, TX",US,United States,4,458,1,2018,5,1,F,DU,1
0,10,797456,2160,1669,44891,0,3545,0,0,BA,19540,British Airways Plc,I,BA,British Airways Plc,0,0,14100,34100,PHL,"Philadelphia, PA",US,United States,12972,30730,LHR,"London, United Kingdom",GB,United Kingdom,6,889,1,2018,5,8,F,IF,1
0,1,247274,0,0,3650,0,2238,296,284,KD,21629,Western Global,I,KD,Western Global,1,1,14635,31714,RSW,"Fort Myers, FL",US,United States,12892,32575,LAX,"Los Angeles, CA",US,United States,8,820,2,2018,5,5,P,DU,1
52,54,93600,486,179,0,0,61,1665,1295,1PQ,21613,Makani Kai Air Charters,D,1PQ,Makani Kai Air Charters,1,6,12173,32134,HNL,"Honolulu, HI",US,United States,13109,33109,LUP,"Kalaupapa, HI",US,United States,4,416,1,2018,5,1,F,DU,1
0,67,9433600,0,0,8451181,0,1506,0,0,QT,19953,Transportes Aereos Mercantiles Panamericanos S.A,I,QT,Transportes Aereos Mercantiles Panamericanos S.A,0,0,10711,30711,BOG,"Bogota, Colombia",CO,Colombia,13303,32467,MIA,"Miami, FL",US,United States,6,696,2,2018,5,4,G,IF,1
0,17,1370081,5695,5159,218665,0,5504,0,0,JQ,21356,Jetstar Airways Pty Limited,I,JQ,Jetstar Airways Pty Limited,0,0,12173,32134,HNL,"Honolulu, HI",US,United States,13243,33238,MEL,"Melbourne, Australia",AU,Australia,6,887,1,2018,6,12,F,IF,1
2,2,3600,18,1,0,0,152,112,110,HBQ,21029,Harris Air Services,D,HBQ,Harris Air Services,1,9,14828,34828,SIT,"Sitka, AK",US,United States,12175,31402,HNS,"Haines, AK",US,United States,1,194,1,2018,6,1,F,DU,1
0,21,881958,0,0,386272,0,1276,0,0,E7,20222,Estafeta Carga Aereas,I,E7,Estafeta Carga Aereas,0,0,13252,33252,MEX,"Mexico City, Mexico",MX,Mexico,13303,32467,MIA,"Miami, FL",US,United States,6,619,2,2018,6,3,G,IF,1
0,12,2904000,0,0,2389339,0,3127,0,0,CI,19544,China Airlines Ltd.,I,CI,China Airlines Ltd.,0,0,10299,30299,ANC,"Anchorage, AK",US,United States,12917,31066,LCK,"Columbus, OH",US,United States,8,820,2,2018,6,7,G,DF,1
0,29,160396,0,0,6655,22711,123,1329,1185,KO,20341,Alaska Central Express,D,KO,Alaska Central Express,1,5,14256,34256,PSG,"Petersburg, AK",US,United States,12523,32523,JNU,"Juneau, AK",US,United States,4,405,2,2018,6,1,G,DU,1
0,25,3190000,7725,7033,369169,0,6897,0,0,CZ,20133,China Southern Airlines,I,CZ,China Southern Airlines,0,0,14771,32457,SFO,"San Francisco, CA",US,United States,10877,30877,CAN,"Guangzhou, China",CN,China,6,637,3,2018,6,14,F,IF,1
0,35,3388000,7579,6620,542700,0,4406,0,0,4M,21084,LAN Argentina,I,4M,LAN Argentina,0,0,13303,32467,MIA,"Miami, FL",US,United States,11625,30181,EZE,"Ezeiza, Argentina",AR,Argentina,6,626,1,2018,6,9,F,IF,1
0,1,32800,120,107,0,0,1369,180,120,1EQ,21518,"KaiserAir, Inc.",D,1EQ,"KaiserAir, Inc.",1,4,13871,33316,OMA,"Omaha, NE",US,United States,14057,34057,PDX,"Portland, OR",US,United States,6,612,1,2018,6,3,L,DU,1
0,0,0,0,0,0,0,240,69,46,YV,20378,Mesa Airlines Inc.,D,YV,Mesa Airlines Inc.,2,2,11481,31481,ECP,"Panama City, FL",US,United States,10397,30397,ATL,"Atlanta, GA",US,United States,6,673,1,2018,6,1,F,DU,1
0,8,666002,2008,1995,0,0,1914,0,0,JD,21821,Beijing Capital Airlines,I,JD,Beijing Capital Airlines,0,0,12115,32115,HGH,"Hangzhou, China",CN,China,14955,34955,SPN,"Saipan, TT",US,United States,6,696,1,2018,6,4,F,IF,1
0,3,275220,1035,877,0,0,4215,0,0,BY,19869,Britannia Airways Ltd.,I,BY,Britannia Airways Ltd.,0,0,14761,34761,SFB,"Sanford, FL",US,United States,13165,33165,MAN,"Manchester, United Kingdom",GB,United Kingdom,6,889,1,2018,6,9,L,IF,1
0,23,2874080,0,0,2034652,0,1553,0,0,M7,20446,Aerotransportes Mas De Crga,I,M7,Aerotransportes Mas De Crga,0,0,13252,33252,MEX,"Mexico City, Mexico",MX,Mexico,12892,32575,LAX,"Los Angeles, CA",US,United States,6,626,2,2018,6,4,G,IF,1
0,12,112440,540,374,6,192,620,1374,1256,KS,20225,Peninsula Airways Inc.,D,KS,Peninsula Airways Inc.,1,5,10917,30082,CDB,"Cold Bay, AK",US,United States,10299,30299,ANC,"Anchorage, AK",US,United States,4,432,1,2018,6,2,F,DU,1
33,33,1188000,5940,5124,0,0,776,4248,3534,G4,20368,Allegiant Air,D,G4,Allegiant Air,3,3,14112,33195,PIE,"St. Petersburg, FL",US,United States,11193,33105,CVG,"Cincinnati, OH",US,United States,6,694,1,2018,6,2,F,DU,1
0,16,1621404,3936,3252,10239,0,1574,0,0,OJ,21607,Fly Jamaica Airways Limited,I,OJ,Fly Jamaica Airways Limited,0,0,12693,32693,KIN,"Kingston, Jamaica",JM,Jamaica,12478,31703,JFK,"New York, NY",US,United States,6,626,1,2018,6,4,F,IF,1
0,9,903157,2394,1905,166364,0,4883,0,0,SK,19571,Scandinavian Airlines Sys.,I,SK,Scandinavian Airlines Sys.,0,0,11118,31118,CPH,"Copenhagen, Denmark",DK,Denmark,13303,32467,MIA,"Miami, FL",US,United States,6,696,1,2018,6,10,F,IF,1
0,59,5819112,18349,13857,3044941,0,6251,0,0,CA,19543,Air China,I,CA,Air China,0,0,14066,34066,PEK,"Beijing, China",CN,China,12892,32575,LAX,"Los Angeles, CA",US,United States,6,637,1,2018,6,13,F,IF,1
0,2,81340,320,275,4692,1687,214,116,71,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,10693,30693,BNA,"Nashville, TN",US,United States,10397,30397,ATL,"Atlanta, GA",US,United States,6,614,1,2018,6,1,F,DU,1
0,117,1041300,4329,2646,0,0,373,0,0,QK,20206,Jazz Aviation LP,I,QK,Jazz Aviation LP,0,0,10529,30529,BDL,"Hartford, CT",US,United States,16271,36106,YYZ,"Toronto, Canada",CA,Canada,4,483,1,2018,6,1,F,IF,1
0,1,23476,99,74,0,0,1171,0,0,5D,20250,Aerolitoral,I,5D,Aerolitoral,0,0,13514,33514,MTY,"Monterrey, Mexico",MX,Mexico,13204,31454,MCO,"Orlando, FL",US,United States,6,678,1,2018,6,3,F,IF,1
0,7,15800,63,35,1157,273,59,217,181,GV,20455,Grant Aviation,D,GV,Grant Aviation,1,5,11336,31336,DLG,"Dillingham, AK",US,United States,15853,35853,WSN,"South Naknek, AK",US,United States,4,416,1,2018,6,1,F,DU,1
0,30,3016200,8149,6320,826025,0,2970,0,0,XL,20348,Lan Ecuador,I,XL,Lan Ecuador,0,0,12051,32051,GYE,"Guayaquil, Ecuador",EC,Ecuador,12478,31703,JFK,"New York, NY",US,United States,6,696,1,2018,6,6,F,IF,1
0,29,3392182,7308,6023,749679,0,2608,0,0,TQQ,20208,Taca Peru,I,TQQ,Taca Peru,0,0,12986,32986,LIM,"Lima, Peru",PE,Peru,13303,32467,MIA,"Miami, FL",US,United States,6,696,1,2018,6,6,F,IF,1
0,19,1176804,5510,3316,62792,0,8327,0,0,SV,19624,Saudi Arabian Airlines Corp,I,SV,Saudi Arabian Airlines Corp,0,0,12472,32472,JED,"Jeddah, Saudi Arabia",SA,Saudi Arabia,12892,32575,LAX,"Los Angeles, CA",US,United States,6,627,1,2018,6,17,F,IF,1
0,9,887480,2390,2156,24620,0,3340,0,0,TP,19576,Tap-Portuguese Airlines,I,TP,Tap-Portuguese Airlines,0,0,11618,31703,EWR,"Newark, NJ",US,United States,13900,33900,OPO,"Porto, Portugal",PT,Portugal,6,696,1,2018,6,7,F,IF,1
0,9,801900,2898,2608,9535,0,4651,0,0,MT,20334,Thomas Cook Airlines Uk Ltd.,I,MT,Thomas Cook Airlines Uk Ltd.,0,0,13165,33165,MAN,"Manchester, United Kingdom",GB,United Kingdom,14747,30559,SEA,"Seattle, WA",US,United States,6,696,1,2018,7,10,F,IF,1
0,1,2842,14,5,0,0,4519,0,0,0QQ,21308,TAG Aviation (UK) Ltd.,I,0QQ,TAG Aviation (UK) Ltd.,0,0,13956,33956,OSR,"Ostrava, Czech Republic",CZ,Czech Republic,13931,33667,ORF,"Norfolk, VA",US,United States,7,775,1,2018,7,10,L,IF,1
0,2,114490,436,396,0,0,1504,468,402,1BQ,21492,"Eastern Airlines f/k/a Dynamic Airways, LLC",I,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,1,10821,30852,BWI,"Baltimore, MD",US,United States,14293,34293,PUJ,"Punta Cana, Dominican Republic",DO,Dominican Republic,6,625,1,2018,7,4,L,IU,1
0,9,522000,0,0,437105,10575,2280,2508,2362,PFQ,20177,Asia Pacific,I,PFQ,Asia Pacific,1,1,13162,33162,MAJ,"Majuro, Marshall Islands",MH,Marshall Islands,12173,32134,HNL,"Honolulu, HI",US,United States,6,622,2,2018,7,5,P,IU,1
0,13,1353524,4713,3653,0,0,5583,0,0,SE,21366,XL Airways France,I,SE,XL Airways France,0,0,14771,32457,SFO,"San Francisco, CA",US,United States,10920,30920,CDG,"Paris, France",FR,France,8,697,1,2018,7,12,F,IF,1
0,2,154000,0,0,82104,0,5738,0,0,RJ,19568,Alia-(The) Royal Jordanian,I,RJ,Alia-(The) Royal Jordanian,0,0,10287,30164,AMM,"Amman, Jordan",JO,Jordan,12478,31703,JFK,"New York, NY",US,United States,6,692,2,2018,7,12,P,IF,1
0,1,26400,19,14,0,0,3631,0,0,CRV,21406,Acropolis Aviation Ltd.,I,CRV,Acropolis Aviation Ltd.,0,0,12900,30920,LBG,"Paris, France",FR,France,12478,31703,JFK,"New York, NY",US,United States,6,698,1,2018,7,8,L,IF,1
0,9,371052,1566,1295,0,0,1114,0,0,WS,20229,Westjet,I,WS,Westjet,0,0,16229,31215,YVR,"Vancouver, Canada",CA,Canada,14262,34262,PSP,"Palm Springs, CA",US,United States,6,614,1,2018,7,3,F,IF,1
0,62,4705800,16988,14676,411211,0,3609,0,0,AT,19536,Royal Air Maroc,I,AT,Royal Air Maroc,0,0,11070,30880,CMN,"Casablanca, Morocco",MA,Morocco,12478,31703,JFK,"New York, NY",US,United States,6,626,1,2018,7,8,F,IF,1
